ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158
Major Arterial,North York,43.722245,-79.41559,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,39
Major Arterial,Scarborough,43.821845,-79.31499,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,Etobicoke York,43.708145,-79.59119,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,1
Minor Arterial,Scarborough,43.732245,-79.25709,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Minor,No,No,Yes,No,No,No,No,No,No,No,No,No,No,124
Major Arterial,North York,43.754845,-79.36039,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,40
Minor Arterial,Scarborough,43.732245,-79.25709,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,124
Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Not Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,139
Collector,Toronto and East York,43.656546,-79.402889,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,78
Collector,Etobicoke York,43.678744,-79.483386,Other,Other,Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,111
Minor Arterial,Etobicoke York,43.703245,-79.52599,Other,No Control,Clear,Dark,Dry,Fatal,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,113
Major Arterial,Etobicoke York,43.668645,-79.49239,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,111
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,116
Major Arterial,North York,43.717845,-79.41449,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Other,40 to 59,Major,No,Yes,No,No,No,No,No,No,No,No,No,No,No,103
Major Arterial,Etobicoke York,43.708145,-79.59119,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,1
Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,139
Minor Arterial,Etobicoke York,43.655045,-79.51479,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,15
Major Arterial,Etobicoke York,43.668645,-79.49239,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,111
Minor Arterial,Etobicoke York,43.703245,-79.52599,Other,No Control,Clear,Dark,Dry,Fatal,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,113
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 19,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,116
Collector,Etobicoke York,43.678744,-79.483386,Other,Other,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,111
Major Arterial,Etobicoke York,43.708145,-79.59119,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,1
Major Arterial,Toronto and East York,43.649845,-79.38709,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,170
Collector,Toronto and East York,43.656546,-79.402889,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,78
Minor Arterial,Etobicoke York,43.703245,-79.52599,Other,No Control,Clear,Dark,Dry,Fatal,Driver,20 to 39,Fatal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,113
Minor Arterial,Etobicoke York,43.655045,-79.51479,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,15
Major Arterial,Etobicoke York,43.739445,-79.51179,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,25
Major Arterial,Etobicoke York,43.708145,-79.59119,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,1
Major Arterial,Etobicoke York,43.739345,-79.51319,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,25
Major Arterial,Toronto and East York,43.649845,-79.38709,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,170
Collector,Toronto and East York,43.656546,-79.402889,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,78
Minor Arterial,Etobicoke York,43.665545,-79.58619,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,11
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Minor Arterial,Etobicoke York,43.703245,-79.52599,Other,No Control,Clear,Dark,Dry,Fatal,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,113
Minor Arterial,Etobicoke York,43.655045,-79.51479,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,15
Major Arterial,Toronto and East York,43.674045,-79.36779,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,71
Minor Arterial,Toronto and East York,43.688745,-79.30209,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,62
Minor Arterial,Toronto and East York,43.634945,-79.43529,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,85
Major Arterial,North York,43.79309,-79.352252,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,47
Major Arterial,Etobicoke York,43.739345,-79.51319,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,25
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Minor Arterial,Etobicoke York,43.665545,-79.58619,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,11
Collector,North York,43.775045,-79.34339,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,53
Major Arterial,Toronto and East York,43.674045,-79.36779,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 59,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,71
Minor Arterial,Toronto and East York,43.688745,-79.30209,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,62
Major Arterial,Etobicoke York,43.738545,-79.57979,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,3
Major Arterial,North York,43.79309,-79.352252,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,47
Major Arterial,Etobicoke York,43.734645,-79.53389,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,23
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Collector,North York,43.775045,-79.34339,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,53
Major Arterial,Scarborough,43.689745,-79.26789,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,122
Minor Arterial,Toronto and East York,43.688745,-79.30209,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,62
Major Arterial,Toronto and East York,43.685345,-79.31409,Other,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,64
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Major Arterial,Etobicoke York,43.738545,-79.57979,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,3
Major Arterial,Etobicoke York,43.671745,-79.47109,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,90
Major Arterial,Etobicoke York,43.734645,-79.53389,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,23
Major Arterial,Toronto and East York,43.645945,-79.40989,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,162
Major Arterial,Toronto and East York,43.685345,-79.31409,Other,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,64
Minor Arterial,Toronto and East York,43.688745,-79.30209,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,62
Major Arterial,Scarborough,43.689745,-79.26789,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,122
Major Arterial,Etobicoke York,43.671745,-79.47109,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,90
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Collector,Scarborough,43.771045,-79.21269,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,141
Major Arterial,Etobicoke York,43.738545,-79.57979,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,3
Major Arterial,Toronto and East York,43.645945,-79.40989,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,162
Major Arterial,Etobicoke York,43.683945,-79.51149,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9
Major Arterial,Toronto and East York,43.648845,-79.39579,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,164
Major Arterial,North York,43.758045,-79.41009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,38
Major Arterial,Toronto and East York,43.700148,-79.319026,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,60
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Collector,Etobicoke York,43.773345,-79.52539,Other,No Control,Not Clear,Daylight,Other,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,24
Other,Toronto and East York,43.650745,-79.34899,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,166
Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,Minimal,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,124
Major Arterial,Etobicoke York,43.683945,-79.51149,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9
Major Arterial,North York,43.758045,-79.41009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,38
Major Arterial,Toronto and East York,43.648845,-79.39579,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,164
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Major Arterial,North York,43.724745,-79.302593,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,119
Major Arterial,Toronto and East York,43.700148,-79.319026,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,60
Major Arterial,Scarborough,43.738745,-79.21699,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,139
Collector,Etobicoke York,43.773345,-79.52539,Other,No Control,Not Clear,Daylight,Other,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,24
Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,124
Major Arterial,Etobicoke York,43.683945,-79.51149,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9
Major Arterial,North York,43.758045,-79.41009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,38
Major Arterial,Scarborough,43.768345,-79.18619,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,136
Major Arterial,Etobicoke York,43.681045,-79.47619,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,111
Major Arterial,North York,43.724745,-79.302593,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,119
Major Arterial,Scarborough,43.813645,-79.27009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,129
Major Arterial,North York,43.789145,-79.37329,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,52
Major Arterial,Scarborough,43.716845,-79.25989,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Vehicle Owner,unknown,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,120
Major Arterial,Scarborough,43.738745,-79.21699,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,139
Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,124
Major Arterial,Scarborough,43.768345,-79.18619,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,136
Major Arterial,Etobicoke York,43.681045,-79.47619,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,111
Major Arterial,North York,43.789145,-79.37329,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,52
Major Arterial,Toronto and East York,43.656445,-79.40769,At Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,78
Minor Arterial,Etobicoke York,43.685345,-79.55769,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7
Major Arterial,Scarborough,43.716845,-79.25989,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Driver,40 to 59,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,120
Major Arterial,Etobicoke York,43.704345,-79.49669,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,30
Minor Arterial,Toronto and East York,43.671345,-79.44939,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,171
Major Arterial,Toronto and East York,43.656445,-79.40769,At Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,78
Minor Arterial,Etobicoke York,43.685345,-79.55769,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7
Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,124
Minor Arterial,Etobicoke York,43.685345,-79.55769,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7
Major Arterial,Scarborough,43.716845,-79.25989,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian,60 to 79,Fatal,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,120
Major Arterial,Etobicoke York,43.611145,-79.48999,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,161
Major Arterial,Toronto and East York,43.630445,-79.41979,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,163
Major Arterial,Etobicoke York,43.704345,-79.49669,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,30
Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,124
Minor Arterial,Toronto and East York,43.671345,-79.44939,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 19,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,171
Major Arterial,Toronto and East York,43.630445,-79.41979,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,163
Collector,Toronto and East York,43.648845,-79.38889,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,164
Local,Toronto and East York,43.681945,-79.30679,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,62
Major Arterial,Etobicoke York,43.704345,-79.49669,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,0 to 19,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,30
Major Arterial,Toronto and East York,43.666645,-79.40389,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,79
Major Arterial,Etobicoke York,43.611145,-79.48999,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,over 79,Minor,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,161
Collector,Toronto and East York,43.648845,-79.38889,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,164
Major Arterial,Scarborough,43.719145,-79.23929,Other,No Control,Not Clear,Dark,Wet,Fatal,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,123
Local,Toronto and East York,43.681945,-79.30679,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,62
Minor Arterial,Scarborough,43.850945,-79.18899,Other,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Passenger,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,144
Major Arterial,Toronto and East York,43.666645,-79.40389,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,79
Minor Arterial,Scarborough,43.850945,-79.18899,Other,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,144
Major Arterial,Scarborough,43.808845,-79.26279,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,129
Major Arterial,Etobicoke York,43.684445,-79.49879,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,115
Minor Arterial,Scarborough,43.850945,-79.18899,Other,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,144
Major Arterial,Toronto and East York,43.665945,-79.40339,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,79
Major Arterial,Scarborough,43.719145,-79.23929,Other,No Control,Not Clear,Dark,Wet,Fatal,Driver,20 to 39,Fatal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,123
